CONCEPTO DE GASTO,SECCIÓN,ENTIDAD O ASIGNACIÓN,Valor,Subconcepto,Concepto,Subsubconcepto,SECCIÓN_2,Categoría,codigo_alt,Entidad,Tipo entidad,CodigoDANEEntidad,pop,Valor_pc,codigo_alt_dep,Departamento
ADMINISTRACIÓN DEL SISTEMA GENERAL DE REGALÍAS,FU043,"FUNCIONAMIENTO, OPERATIVIDAD Y ADMINISTRACIÓN DEL SISTEMA Y EVALUACIÓN Y MONITOREO DEL LICENCIAMIENTO AMBIENTAL  A LOS PROYECTOS DE EXPLORACIÓN Y EXPLOTACIÓN",175272999617,Otros,Otros,Administración del sistema general de regalías,FU043,,,"Funcionamiento, operatividad y administración del sistema y evaluación y monitoreo del licenciamiento ambiental  a los proyectos de exploración y explotación",Otro,,,,,
ADMINISTRACIÓN DEL SISTEMA GENERAL DE REGALÍAS,FU044,FISCALIZACIÓN DE LA EXPLORACIÓN Y EXPLOTACIÓN DE LOS YACIMIENTOS  Y CONOCIMIENTO Y CARTOGRAFÍA DEL SUBSUELO E INCENTIVO A LA EXPLORACIÓN Y A LA PRODUCCIÓN,270762453577,Otros,Otros,Administración del sistema general de regalías,FU044,,,Fiscalización de la exploración y explotación de los yacimientos  y conocimiento y cartografía del subsuelo e incentivo a la exploración y a la producción,Otro,,,,,
"SISTEMA DE SEGUIMIENTO, EVALUACIÓN Y CONTROL (SSEC)",MO001,"SISTEMA DE SEGUIMIENTO, EVALUACIÓN Y CONTROL - DEPARTAMENTO NACIONAL DE PLANEACIÓN (DNP)",34066746097,Otros,Otros,"Sistema de seguimiento, evaluación y control (ssec)",MO001,,,"Sistema de seguimiento, evaluación y control - departamento nacional de planeación (dnp)",Otro,,,,,
"SISTEMA DE SEGUIMIENTO, EVALUACIÓN Y CONTROL (SSEC)",MO002,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),113434414486,Otros,Otros,"Sistema de seguimiento, evaluación y control (ssec)",MO002,,,Contraloría general de la república (cgr),Otro,,,,,
"SISTEMA DE SEGUIMIENTO, EVALUACIÓN Y CONTROL (SSEC)",MO003,PROCURADURÍA GENERAL DE LA NACIÓN (PGN),21612360351,Otros,Otros,"Sistema de seguimiento, evaluación y control (ssec)",MO003,,,Procuraduría general de la nación (pgn),Otro,,,,,
ASIGNACIONES DIRECTAS (20% DEL SGR),05000,ANTIOQUIA                                         ,172539636765,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5000,0.0,5000,Antioquia,Departamento,5000,6903721.0,24992.26674499158,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05001,MEDELLÍN                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5001,0.0,5001,Medellín,Municipio,5001,2616335.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05002,ABEJORRAL                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5002,6.0,5002,Abejorral,Municipio,5002,21468.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05004,ABRIAQUÍ                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5004,6.0,5004,Abriaquí,Municipio,5004,2855.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05021,ALEJANDRÍA                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5021,6.0,5021,Alejandría,Municipio,5021,4955.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05030,AMAGÁ                                             ,636653491,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5030,6.0,5030,Amagá,Municipio,5030,32412.0,19642.52409601382,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05031,AMALFI                                            ,1884112482,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5031,6.0,5031,Amalfi,Municipio,5031,27846.0,67661.8717948718,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05034,ANDES                                             ,678131698,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5034,6.0,5034,Andes,Municipio,5034,46183.0,14683.578329688413,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05036,ANGELÓPOLIS                                       ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5036,5.0,5036,Angelópolis,Municipio,5036,6109.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05038,ANGOSTURA                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5038,6.0,5038,Angostura,Municipio,5038,12121.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05040,ANORÍ                                             ,1825793756,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5040,6.0,5040,Anorí,Municipio,5040,19675.0,92797.6496060991,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05042,SANTAFÉ DE ANTIOQUIA                              ,289462010,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5042,5.0,5042,Santafé de antioquia,Municipio,5042,28049.0,10319.869157545723,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05044,ANZA                                              ,191298992,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5044,6.0,5044,Anza,Municipio,5044,7483.0,25564.478417746894,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05045,APARTADÓ                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5045,3.0,5045,Apartadó,Municipio,5045,131422.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05051,ARBOLETES                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5051,6.0,5051,Arboletes,Municipio,5051,32192.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05055,ARGELIA                                           ,9700000,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5055,6.0,5055,Argelia,Municipio,5055,8024.0,1208.8733798604187,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05059,ARMENIA                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5059,6.0,5059,Armenia,Municipio,5059,5404.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05079,BARBOSA                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5079,4.0,5079,Barbosa,Municipio,5079,56103.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05086,BELMIRA                                           ,31395118,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5086,6.0,5086,Belmira,Municipio,5086,6405.0,4901.657767369243,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05088,BELLO                                             ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5088,1.0,5088,Bello,Municipio,5088,566456.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05091,BETANIA                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5091,6.0,5091,Betania,Municipio,5091,10892.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05093,BETULIA                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5093,6.0,5093,Betulia,Municipio,5093,16604.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05101,CIUDAD BOLÍVAR                                    ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5101,6.0,5101,Ciudad bolívar,Municipio,5101,27711.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05107,BRICEÑO                                           ,538768231,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5107,6.0,5107,Briceño,Municipio,5107,8523.0,63213.44960694591,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05113,BURITICÁ                                          ,20390186898,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5113,6.0,5113,Buriticá,Municipio,5113,10017.0,2035558.2407906558,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05120,CÁCERES                                           ,871615842,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5120,6.0,5120,Cáceres,Municipio,5120,31160.0,27972.267073170733,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05125,CAICEDO                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5125,6.0,5125,Caicedo,Municipio,5125,8870.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05129,CALDAS                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5129,3.0,5129,Caldas,Municipio,5129,86081.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05134,CAMPAMENTO                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5134,6.0,5134,Campamento,Municipio,5134,9755.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05138,CAÑASGORDAS                                       ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5138,6.0,5138,Cañasgordas,Municipio,5138,16371.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05142,CARACOLÍ                                          ,139733808,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5142,6.0,5142,Caracolí,Municipio,5142,4824.0,28966.378109452737,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05145,CARAMANTA                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5145,6.0,5145,Caramanta,Municipio,5145,4951.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05147,CAREPA                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5147,6.0,5147,Carepa,Municipio,5147,52184.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05148,EL CARMEN DE VIBORAL                              ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5148,3.0,5148,El carmen de viboral,Municipio,5148,64265.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05150,CAROLINA                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5150,6.0,5150,Carolina,Municipio,5150,4219.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05154,CAUCASIA                                          ,30119661545,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5154,5.0,5154,Caucasia,Municipio,5154,97803.0,307962.55273355625,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05172,CHIGORODÓ                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5172,6.0,5172,Chigorodó,Municipio,5172,62235.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05190,CISNEROS                                          ,19761846,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5190,6.0,5190,Cisneros,Municipio,5190,10422.0,1896.1663788140472,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05197,COCORNÁ                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5197,6.0,5197,Cocorná,Municipio,5197,16551.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05206,CONCEPCIÓN                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5206,6.0,5206,Concepción,Municipio,5206,5049.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05209,CONCORDIA                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5209,6.0,5209,Concordia,Municipio,5209,22737.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05212,COPACABANA                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5212,3.0,5212,Copacabana,Municipio,5212,84209.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05234,DABEIBA                                           ,741606598,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5234,6.0,5234,Dabeiba,Municipio,5234,24586.0,30163.776051411372,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05237,DON MATÍAS                                        ,65381640,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5237,6.0,5237,Don matías,Municipio,5237,20360.0,3211.278978388998,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05240,EBÉJICO                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5240,6.0,5240,Ebéjico,Municipio,5240,12820.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05250,EL BAGRE                                          ,19330899901,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5250,6.0,5250,El bagre,Municipio,5250,56306.0,343318.6498952154,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05264,ENTRERRIOS                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5264,6.0,5264,Entrerrios,Municipio,5264,12062.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05266,ENVIGADO                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5266,1.0,5266,Envigado,Municipio,5266,248304.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05282,FREDONIA                                          ,57683726,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5282,6.0,5282,Fredonia,Municipio,5282,25981.0,2220.2273199645897,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05284,FRONTINO                                          ,514257695,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5284,6.0,5284,Frontino,Municipio,5284,21905.0,23476.726546450584,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05306,GIRALDO                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5306,6.0,5306,Giraldo,Municipio,5306,5963.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05308,GIRARDOTA                                         ,2343140357,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5308,2.0,5308,Girardota,Municipio,5308,55902.0,41915.14359056921,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05310,GÓMEZ PLATA                                       ,209743515,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5310,6.0,5310,Gómez plata,Municipio,5310,10397.0,20173.464941810136,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05313,GRANADA                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5313,6.0,5313,Granada,Municipio,5313,10785.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05315,GUADALUPE                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5315,6.0,5315,Guadalupe,Municipio,5315,6966.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05318,GUARNE                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5318,2.0,5318,Guarne,Municipio,5318,59710.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05321,GUATAPÉ                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5321,6.0,5321,Guatapé,Municipio,5321,9020.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05347,HELICONIA                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5347,6.0,5347,Heliconia,Municipio,5347,5716.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05353,HISPANIA                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5353,6.0,5353,Hispania,Municipio,5353,5846.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05360,ITAGUI                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5360,1.0,5360,Itagui,Municipio,5360,299348.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05361,ITUANGO                                           ,121136986,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5361,6.0,5361,Ituango,Municipio,5361,28890.0,4193.042090688819,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05364,JARDÍN                                            ,56668455,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5364,6.0,5364,Jardín,Municipio,5364,15513.0,3652.965577257784,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05368,JERICÓ                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5368,6.0,5368,Jericó,Municipio,5368,14454.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05376,LA CEJA                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5376,2.0,5376,La ceja,Municipio,5376,70387.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05380,LA ESTRELLA                                       ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5380,2.0,5380,La estrella,Municipio,5380,77611.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05390,LA PINTADA                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5390,6.0,5390,La pintada,Municipio,5390,8614.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05400,LA UNIÓN                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5400,6.0,5400,La unión,Municipio,5400,23072.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05411,LIBORINA                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5411,6.0,5411,Liborina,Municipio,5411,10649.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05425,MACEO                                             ,6417375611,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5425,6.0,5425,Maceo,Municipio,5425,8707.0,737036.3628115309,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05440,MARINILLA                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5440,4.0,5440,Marinilla,Municipio,5440,69898.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05467,MONTEBELLO                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5467,6.0,5467,Montebello,Municipio,5467,7035.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05475,MURINDÓ                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5475,6.0,5475,Murindó,Municipio,5475,5300.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05480,MUTATÁ                                            ,1182112513,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5480,6.0,5480,Mutatá,Municipio,5480,15035.0,78624.04476222149,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05483,NARIÑO                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5483,6.0,5483,Nariño,Municipio,5483,10812.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05490,NECOCLÍ                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5490,6.0,5490,Necoclí,Municipio,5490,45530.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05495,NECHÍ                                             ,855085597,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5495,6.0,5495,Nechí,Municipio,5495,27901.0,30647.130819683884,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05501,OLAYA                                             ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5501,6.0,5501,Olaya,Municipio,5501,3327.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05541,PEÑOL                                             ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5541,6.0,5541,Peñol,Municipio,5541,22592.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05543,PEQUE                                             ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5543,6.0,5543,Peque,Municipio,5543,8644.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05576,PUEBLORRICO                                       ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5576,6.0,5576,Pueblorrico,Municipio,5576,9198.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05579,PUERTO BERRÍO                                     ,3948636888,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5579,6.0,5579,Puerto berrío,Municipio,5579,42203.0,93562.94310830983,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05585,PUERTO NARE                                       ,7432961448,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5585,6.0,5585,Puerto nare,Municipio,5585,15232.0,487983.2883403361,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05591,PUERTO TRIUNFO                                    ,649884083,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5591,6.0,5591,Puerto triunfo,Municipio,5591,19554.0,33235.352510995195,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05604,REMEDIOS                                          ,18997038322,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5604,6.0,5604,Remedios,Municipio,5604,30501.0,622833.2947116488,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05607,RETIRO                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5607,3.0,5607,Retiro,Municipio,5607,25431.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05615,RIONEGRO                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5615,1.0,5615,Rionegro,Municipio,5615,146880.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05628,SABANALARGA                                       ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5628,6.0,5628,Sabanalarga,Municipio,5628,9668.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05631,SABANETA                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5631,1.0,5631,Sabaneta,Municipio,5631,89647.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05642,SALGAR                                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5642,6.0,5642,Salgar,Municipio,5642,19314.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05647,SAN ANDRÉS DE CUERQUÍA                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5647,6.0,5647,San andrés de cuerquía,Municipio,5647,7649.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05649,SAN CARLOS                                        ,142432363,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5649,6.0,5649,San carlos,Municipio,5649,16984.0,8386.267251530853,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05652,SAN FRANCISCO                                     ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5652,6.0,5652,San francisco,Municipio,5652,5996.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05656,SAN JERÓNIMO                                      ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5656,6.0,5656,San jerónimo,Municipio,5656,16499.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05658,SAN JOSÉ DE LA MONTAÑA                            ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5658,6.0,5658,San josé de la montaña,Municipio,5658,3920.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05659,SAN JUAN DE URABÁ                                 ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5659,6.0,5659,San juan de urabá,Municipio,5659,21707.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05660,SAN LUIS                                          ,148178102,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5660,6.0,5660,San luis,Municipio,5660,13791.0,10744.5509390182,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05664,SAN PEDRO                                         ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5664,6.0,5664,San pedro,Municipio,5664,23573.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05665,SAN PEDRO DE URABA                                ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5665,6.0,5665,San pedro de uraba,Municipio,5665,33180.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05667,SAN RAFAEL                                        ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5667,6.0,5667,San rafael,Municipio,5667,16617.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05670,SAN ROQUE                                         ,1057311498,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5670,6.0,5670,San roque,Municipio,5670,22966.0,46038.12148393277,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05674,SAN VICENTE                                       ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5674,6.0,5674,San vicente,Municipio,5674,23546.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05679,SANTA BÁRBARA                                     ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5679,6.0,5679,Santa bárbara,Municipio,5679,27862.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05686,SANTA ROSA DE OSOS                                ,403710885,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5686,5.0,5686,Santa rosa de osos,Municipio,5686,39054.0,10337.24804117376,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05690,SANTO DOMINGO                                     ,3801245109,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5690,6.0,5690,Santo domingo,Municipio,5690,13075.0,290726.2033652008,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05697,EL SANTUARIO                                      ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5697,6.0,5697,El santuario,Municipio,5697,38116.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05736,SEGOVIA                                           ,12137577936,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5736,2.0,5736,Segovia,Municipio,5736,40922.0,296602.754899565,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05756,SONSON                                            ,356428174,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5756,5.0,5756,Sonson,Municipio,5756,38520.0,9253.067860851506,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05761,SOPETRÁN                                          ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5761,6.0,5761,Sopetrán,Municipio,5761,16089.0,0.0,5,Antioquia
ASIGNACIONES DIRECTAS (20% DEL SGR),05789,TÁMESIS                                           ,0,Asignaciones directas,Inversión,Asignaciones directas (20% del sgr),5789,6.0,5789,Támesis,Municipio,5789,17176.0,0.0,5,Antioquia
